,downsampling_method,percentage,seed,shannon_index,inverse_simpson_index,gini_simpson_index
0,random,1,0,5.897177721677371,30.72345086222104,0.967451572921138
1,random,1,1,5.904770091545524,30.769019151159604,0.967499776476875
2,random,1,2,5.89790286467322,30.73800687971444,0.967466986265139
3,random,1,3,5.901404533570466,30.982614125262913,0.9677238338909366
4,random,1,4,5.890562947993871,30.549692944996494,0.9672664467757348
5,random,10,5,5.903549703241238,30.862807730645848,0.9675985409776237
6,random,10,6,5.900899148969919,30.77437564002926,0.9675054333612778
7,random,10,7,5.900948441043562,30.734082234699578,0.967462831902266
8,random,10,8,5.901945742936409,30.86398422575387,0.9675997760792798
9,random,10,9,5.90291022545361,30.840643784161752,0.9675752553351836
10,random,25,10,5.9026621354493125,30.852931746351697,0.9675881693117139
11,random,25,11,5.903253489695583,30.85396423349089,0.9675892539307952
12,random,25,12,5.903208273997784,30.87848960140718,0.9676149962997403
13,random,25,13,5.90246861285084,30.826463641442956,0.9675603399847784
14,random,25,14,5.903871468042189,30.900762140607853,0.9676383386451863
15,random,50,15,5.903186991239985,30.870768688287708,0.967606896669878
16,random,50,16,5.903534476327816,30.87554764318415,0.9676119105138933
17,random,50,17,5.903132855625809,30.877400518218177,0.9676138540415673
18,random,50,18,5.903615789943454,30.875189050295738,0.9676115343497655
19,random,50,19,5.902873457969789,30.858750499685666,0.9675942809152241
20,random,75,20,5.9035835574732305,30.871442540838387,0.9676076037367821
21,random,75,21,5.9037351774643225,30.891961834210267,0.9676291196600993
22,random,75,22,5.903294765963497,30.8754824195505,0.9676118420949175
23,random,75,23,5.902566225997576,30.85424791109813,0.9675895519190307
24,random,75,24,5.904010111270927,30.87367903237028,0.9676099502442995
25,random,100,25,5.903064096040764,30.861073015150154,0.9675967196763027
26,random,100,26,5.90319960275586,30.86393538466509,0.9675997248070687
27,random,100,27,5.903422553685857,30.866918750185526,0.9676028563753553
28,random,100,28,5.903023085897901,30.863093800432722,0.9675988413065064
29,random,100,29,5.903233726747511,30.86293378166311,0.9675986733123169
30,cluster_adaptive,1,0,7.3574268979043485,163.97158758463715,0.9939013824606423
31,cluster_adaptive,1,1,7.357407887121375,163.96725147702685,0.9939012211829378
32,cluster_adaptive,1,2,7.357421498546425,163.97030601144593,0.9939013347945439
33,cluster_adaptive,1,3,7.357419866738382,163.96999884641363,0.9939013233699131
34,cluster_adaptive,1,4,7.35740160752543,163.96583175451846,0.9939011683757556
35,cluster_adaptive,10,5,7.31116595058387,155.54732083501307,0.9935710882409817
36,cluster_adaptive,10,6,7.311103724670106,155.53750135974016,0.9935706823675461
37,cluster_adaptive,10,7,7.3111901345720245,155.55541908545226,0.9935714229315877
38,cluster_adaptive,10,8,7.311109469123829,155.53861402166834,0.9935707283603499
39,cluster_adaptive,10,9,7.311207610020593,155.55506336528734,0.993571408230848
40,cluster_adaptive,25,10,7.110148584289046,127.31778398222986,0.9921456377206536
41,cluster_adaptive,25,11,7.110154585853988,127.31520339647945,0.9921454785184937
42,cluster_adaptive,25,12,7.109972515771605,127.29300281178048,0.9921441086476793
43,cluster_adaptive,25,13,7.110248652546994,127.32385003169532,0.9921460119235236
44,cluster_adaptive,25,14,7.110406422586617,127.3323019917962,0.9921465332491638
45,cluster_adaptive,50,15,6.774915784118356,91.51424360852735,0.9890727392745797
46,cluster_adaptive,50,16,6.774743000214855,91.51683443325716,0.9890730486233187
47,cluster_adaptive,50,17,6.774718052728529,91.51293144913586,0.9890725825939057
48,cluster_adaptive,50,18,6.774797629378186,91.51890803096627,0.9890732962016806
49,cluster_adaptive,50,19,6.774786727348434,91.51657516151359,0.9890730176666342
50,cluster_adaptive,75,20,6.398230995457658,60.90081711934585,0.9835798590675668
51,cluster_adaptive,75,21,6.398652328234345,60.924885002139824,0.9835863457113645
52,cluster_adaptive,75,22,6.3983514346410555,60.91310945306408,0.9835831726703996
53,cluster_adaptive,75,23,6.398096291423785,60.89451267223919,0.9835781590800728
54,cluster_adaptive,75,24,6.398348583680873,60.91133167481115,0.9835826935234526
55,geometric_sketching,1,0,6.071541561906863,39.88266660089994,0.9749264508813602
56,geometric_sketching,1,1,6.068189395848326,39.81847738527638,0.9748860311677873
57,geometric_sketching,1,2,6.071580774649948,39.87973648776553,0.974924608634092
58,geometric_sketching,1,3,6.072049528823193,39.87510837371655,0.974921698252759
59,geometric_sketching,1,4,6.0705527841965505,39.92314949458394,0.9749518759752243
60,geometric_sketching,10,5,6.135827458204051,38.923968048503866,0.9743088885810953
61,geometric_sketching,10,6,6.137956178789369,38.97447485276079,0.9743421815488769
62,geometric_sketching,10,7,6.137737377893558,39.000347021583295,0.9743592025105164
63,geometric_sketching,10,8,6.137336275895028,38.99236082704589,0.9743539509075742
64,geometric_sketching,10,9,6.136743801475718,38.97794373873087,0.9743444649953061
65,geometric_sketching,25,10,6.074582414002649,31.222371878418187,0.9679716837691236
66,geometric_sketching,25,11,6.0739094317386835,31.22768325603774,0.9679771313228415
67,geometric_sketching,25,12,6.07349881405208,31.217621552421292,0.967966810081262
68,geometric_sketching,25,13,6.074399023972083,31.218298672522376,0.967967504876229
69,geometric_sketching,25,14,6.074055348491902,31.231488396925197,0.9679810328828756
70,geometric_sketching,50,15,5.976898867136295,24.743953771088492,0.9595860867971542
71,geometric_sketching,50,16,5.97732497180363,24.77083496818882,0.9596299437913893
72,geometric_sketching,50,17,5.977705325175267,24.775146421456324,0.9596369691226544
73,geometric_sketching,50,18,5.977277330407847,24.76464781163223,0.9596198578067284
74,geometric_sketching,50,19,5.977254799938247,24.762027680171897,0.9596155850839007
75,geometric_sketching,75,20,5.938299334065771,26.585267998923605,0.9623851826492594
76,geometric_sketching,75,21,5.938568111682363,26.5977047520432,0.9624027708660394
77,geometric_sketching,75,22,5.938134138317799,26.589682494397714,0.9623914275692952
78,geometric_sketching,75,23,5.938051881184827,26.580083460578333,0.9623778457474323
79,geometric_sketching,75,24,5.938270543955837,26.587791848206216,0.9623887532402408
