,feature_id,feature_name
8048,ENSG00000178125,PPP1R42
8049,ENSG00000121022,COPS5
8050,ENSG00000104218,CSPP1
8051,ENSG00000066777,ARFGEF1
8052,ENSG00000165078,CPA6
8053,ENSG00000046889,PREX2
8054,ENSG00000165084,C8orf34
8055,ENSG00000137573,SULF1
8056,ENSG00000137571,SLCO5A1
8057,ENSG00000147596,PRDM14
8058,ENSG00000140396,NCOA2
8059,ENSG00000067167,TRAM1
8060,ENSG00000147592,LACTB2
8061,ENSG00000221947,XKR9
8062,ENSG00000104313,EYA1
8063,ENSG00000178860,MSC
8064,ENSG00000104321,TRPA1
8065,ENSG00000182674,KCNB2
8066,ENSG00000147601,TERF1
8067,ENSG00000164764,SBSPON
8068,ENSG00000274443,C8orf89
8069,ENSG00000147604,RPL7
8070,ENSG00000121039,RDH10
8071,ENSG00000040341,STAU2
8072,ENSG00000104343,UBE2W
8073,ENSG00000154582,ELOC
8074,ENSG00000175606,TMEM70
8075,ENSG00000154589,LY96
8076,ENSG00000104369,JPH1
8077,ENSG00000104381,GDAP1
8078,ENSG00000137558,PI15
8079,ENSG00000121005,CRISPLD1
8080,ENSG00000164749,HNF4G
8081,ENSG00000091656,ZFHX4
8082,ENSG00000164751,PEX2
8083,ENSG00000171033,PKIA
8084,ENSG00000104427,ZC2HC1A
8085,ENSG00000104432,IL7
8086,ENSG00000104435,STMN2
8087,ENSG00000164683,HEY1
8088,ENSG00000147586,MRPS28
8089,ENSG00000076554,TPD52
8090,ENSG00000205189,ZBTB10
8091,ENSG00000164684,ZNF704
8092,ENSG00000076641,PAG1
8093,ENSG00000164687,FABP5
8094,ENSG00000147588,PMP2
8095,ENSG00000205186,FABP9
8096,ENSG00000170323,FABP4
8097,ENSG00000197416,FABP12
8098,ENSG00000133731,IMPA1
8099,ENSG00000253598,SLC10A5
8100,ENSG00000104231,ZFAND1
8101,ENSG00000164695,CHMP4C
8102,ENSG00000104497,SNX16
8103,ENSG00000184672,RALYL
8104,ENSG00000133739,LRRCC1
8105,ENSG00000133740,E2F5
8106,ENSG00000176731,RBIS
8107,ENSG00000185015,CA13
8108,ENSG00000133742,CA1
8109,ENSG00000164879,CA3
8110,ENSG00000104267,CA2
8111,ENSG00000147614,ATP6V0D2
8112,ENSG00000147613,PSKH2
8113,ENSG00000164893,SLC7A13
8114,ENSG00000123124,WWP1
8115,ENSG00000176623,RMDN1
8116,ENSG00000085719,CPNE3
8117,ENSG00000170289,CNGB3
8118,ENSG00000176571,CNBD1
8119,ENSG00000176566,DCAF4L2
8120,ENSG00000156103,MMP16
8121,ENSG00000104312,RIPK2
8122,ENSG00000164823,OSGIN2
8123,ENSG00000104320,NBN
8124,ENSG00000104325,DECR1
8125,ENSG00000104327,CALB1
8126,ENSG00000180694,TMEM64
8127,ENSG00000123119,NECAB1
8128,ENSG00000253250,C8orf88
8129,ENSG00000155099,PIP4P2
8130,ENSG00000155100,OTUD6B
8131,ENSG00000214954,LRRC69
8132,ENSG00000147606,SLC26A7
8133,ENSG00000079102,RUNX1T1
8134,ENSG00000205133,TRIQK
8135,ENSG00000188343,CIBAR1
8136,ENSG00000183808,RBM12B
8137,ENSG00000164953,TMEM67
8138,ENSG00000164951,PDP1
8139,ENSG00000079112,CDH17
8140,ENSG00000164949,GEM
8141,ENSG00000197275,RAD54B
8142,ENSG00000265817,FSBP
8143,ENSG00000164944,VIRMA
8144,ENSG00000104413,ESRP1
8145,ENSG00000156162,DPY19L4
8146,ENSG00000164941,INTS8
8147,ENSG00000175305,CCNE2
8148,ENSG00000156170,NDUFAF6
8149,ENSG00000164938,TP53INP1
8150,ENSG00000175895,PLEKHF2
8151,ENSG00000156172,C8orf37
8152,ENSG00000156466,GDF6
8153,ENSG00000156467,UQCRB
8154,ENSG00000156469,MTERF3
8155,ENSG00000156471,PTDSS1
8156,ENSG00000169439,SDC2
8157,ENSG00000104324,CPQ
8158,ENSG00000180543,TSPYL5
8159,ENSG00000147649,MTDH
8160,ENSG00000104341,LAPTM4B
8161,ENSG00000132561,MATN2
8162,ENSG00000156482,RPL30
8163,ENSG00000177459,ERICH5
8164,ENSG00000132541,RIDA
8165,ENSG00000104356,POP1
8166,ENSG00000104361,NIPAL2
8167,ENSG00000104375,STK3
8168,ENSG00000156486,KCNS2
8169,ENSG00000164920,OSR2
8170,ENSG00000132549,VPS13B
8171,ENSG00000164919,COX6C
8172,ENSG00000132554,RGS22
8173,ENSG00000156509,FBXO43
8174,ENSG00000147669,POLR2K
8175,ENSG00000104450,SPAG1
8176,ENSG00000034677,RNF19A
8177,ENSG00000186106,ANKRD46
8178,ENSG00000174226,SNX31
8179,ENSG00000070756,PABPC1
8180,ENSG00000164924,YWHAZ
8181,ENSG00000120963,ZNF706
8182,ENSG00000083307,GRHL2
8183,ENSG00000104490,NCALD
8184,ENSG00000048392,RRM2B
8185,ENSG00000104517,UBR5
8186,ENSG00000155087,ODF1
8187,ENSG00000155090,KLF10
8188,ENSG00000155096,AZIN1
8189,ENSG00000155097,ATP6V1C1
8190,ENSG00000164929,BAALC
8191,ENSG00000164930,FZD6
8192,ENSG00000164932,CTHRC1
8193,ENSG00000164933,SLC25A32
8194,ENSG00000164934,DCAF13
8195,ENSG00000176406,RIMS2
8196,ENSG00000147647,DPYS
8197,ENSG00000164935,DCSTAMP
8198,ENSG00000147650,LRP12
8199,ENSG00000169946,ZFPM2
8200,ENSG00000164830,OXR1
8201,ENSG00000174429,ABRA
8202,ENSG00000154188,ANGPT1
8203,ENSG00000147655,RSPO2
8204,ENSG00000104408,EIF3E
8205,ENSG00000104412,EMC2
8206,ENSG00000164841,TMEM74
8207,ENSG00000174417,TRHR
8208,ENSG00000120526,NUDCD1
8209,ENSG00000120533,ENY2
8210,ENSG00000205038,PKHD1L1
8211,ENSG00000147654,EBAG9
8212,ENSG00000147642,SYBU
8213,ENSG00000164794,KCNV1
8214,ENSG00000164796,CSMD3
8215,ENSG00000104447,TRPS1
8216,ENSG00000147677,EIF3H
8217,ENSG00000147679,UTP23
8218,ENSG00000164754,RAD21
8219,ENSG00000205002,AARD
8220,ENSG00000164756,SLC30A8
8221,ENSG00000164758,MED30
8222,ENSG00000182197,EXT1
8223,ENSG00000177570,SAMD12
8224,ENSG00000164761,TNFRSF11B
8225,ENSG00000184374,COLEC10
8226,ENSG00000147676,MAL2
8227,ENSG00000136999,CCN3
8228,ENSG00000136960,ENPP2
8229,ENSG00000064313,TAF2
8230,ENSG00000136982,DSCC1
8231,ENSG00000155792,DEPTOR
8232,ENSG00000187955,COL14A1
8233,ENSG00000172172,MRPL13
8234,ENSG00000172167,MTBP
8235,ENSG00000172164,SNTB1
8236,ENSG00000170961,HAS2
8237,ENSG00000178764,ZHX2
8238,ENSG00000136986,DERL1
8239,ENSG00000156787,TBC1D31
8240,ENSG00000147689,FAM83A
8241,ENSG00000189376,C8orf76
8242,ENSG00000165156,ZHX1
8243,ENSG00000156802,ATAD2
8244,ENSG00000156795,NTAQ1
8245,ENSG00000156804,FBXO32
8246,ENSG00000175946,KLHL38
8247,ENSG00000104537,ANXA13
8248,ENSG00000176853,FAM91A1
8249,ENSG00000214814,FER1L6
8250,ENSG00000164983,TMEM65
8251,ENSG00000183665,TRMT12
8252,ENSG00000170881,RNF139
8253,ENSG00000147687,TATDN1
8254,ENSG00000147684,NDUFB9
8255,ENSG00000170873,MTSS1
8256,ENSG00000180938,ZNF572
8257,ENSG00000104549,SQLE
8258,ENSG00000164961,WASHC5
8259,ENSG00000156831,NSMCE2
8260,ENSG00000173334,TRIB1
8261,ENSG00000168672,LRATD2
8262,ENSG00000212993,POU5F1B
8263,ENSG00000136997,MYC
8264,ENSG00000147697,GSDMC
8265,ENSG00000153310,CYRIB
8266,ENSG00000153317,ASAP1
8267,ENSG00000155897,ADCY8
8268,ENSG00000132294,EFR3A
8269,ENSG00000253117,OC90
8270,ENSG00000132297,HHLA1
8271,ENSG00000184156,KCNQ3
8272,ENSG00000129295,LRRC6
8273,ENSG00000165071,TMEM71
8274,ENSG00000129292,PHF20L1
8275,ENSG00000042832,TG
8276,ENSG00000155926,SLA
8277,ENSG00000104415,CCN4
8278,ENSG00000104419,NDRG1
8279,ENSG00000008513,ST3GAL1
8280,ENSG00000066827,ZFAT
8281,ENSG00000131773,KHDRBS3
8282,ENSG00000147724,FAM135B
8283,ENSG00000169436,COL22A1
8284,ENSG00000169427,KCNK9
8285,ENSG00000167632,TRAPPC9
8286,ENSG00000104472,CHRAC1
8287,ENSG00000123908,AGO2
8288,ENSG00000169398,PTK2
8289,ENSG00000105339,DENND3
8290,ENSG00000022567,SLC45A4
8291,ENSG00000204882,GPR20
8292,ENSG00000184489,PTP4A3
8293,ENSG00000171045,TSNARE1
8294,ENSG00000181790,ADGRB1
8295,ENSG00000198576,ARC
8296,ENSG00000234616,JRK
8297,ENSG00000167653,PSCA
8298,ENSG00000160886,LY6K
8299,ENSG00000130193,THEM6
8300,ENSG00000126233,SLURP1
8301,ENSG00000197353,LYPD2
8302,ENSG00000283992,SLURP2
8303,ENSG00000180155,LYNX1
8304,ENSG00000167656,LY6D
8305,ENSG00000104499,GML
8306,ENSG00000160882,CYP11B1
8307,ENSG00000179142,CYP11B2
8308,ENSG00000160932,LY6E
8309,ENSG00000261667,LY6L
8310,ENSG00000176956,LY6H
8311,ENSG00000277494,GPIHBP1
8312,ENSG00000181638,ZFP41
8313,ENSG00000250571,GLI4
8314,ENSG00000185730,ZNF696
8315,ENSG00000184428,TOP1MT
8316,ENSG00000158106,RHPN1
8317,ENSG00000182759,MAFA
8318,ENSG00000014164,ZC3H3
8319,ENSG00000104518,GSDMD
8320,ENSG00000204839,MROH6
8321,ENSG00000147813,NAPRT
8322,ENSG00000104529,EEF1D
8323,ENSG00000179886,TIGD5
8324,ENSG00000104524,PYCR3
8325,ENSG00000104522,GFUS
8326,ENSG00000183309,ZNF623
8327,ENSG00000181135,ZNF707
8328,ENSG00000255181,CCDC166
8329,ENSG00000181085,MAPK15
8330,ENSG00000180921,FAM83H
8331,ENSG00000203499,IQANK1
8332,ENSG00000180900,SCRIB
8333,ENSG00000179950,PUF60
8334,ENSG00000185189,NRBP2
8335,ENSG00000261150,EPPK1
8336,ENSG00000178209,PLEC
8337,ENSG00000178685,PARP10
8338,ENSG00000178719,GRINA
8339,ENSG00000186583,SPATC1
8340,ENSG00000178814,OPLAH
8341,ENSG00000178896,EXOSC4
8342,ENSG00000197858,GPAA1
8343,ENSG00000179091,CYC1
8344,ENSG00000179526,SHARPIN
8345,ENSG00000179632,MAF1
8346,ENSG00000179698,WDR97
8347,ENSG00000235173,HGH1
8348,ENSG00000179832,MROH1
8349,ENSG00000261236,BOP1
8350,ENSG00000260428,SCX
8351,ENSG00000185122,HSF1
8352,ENSG00000185000,DGAT1
8353,ENSG00000261678,SCRT1
8354,ENSG00000261587,TMEM249
8355,ENSG00000185803,SLC52A2
8356,ENSG00000182325,FBXL6
8357,ENSG00000173137,ADCK5
8358,ENSG00000071894,CPSF1
8359,ENSG00000147804,SLC39A4
8360,ENSG00000160948,VPS28
8361,ENSG00000160949,TONSL
8362,ENSG00000187954,CYHR1
8363,ENSG00000167702,KIFC2
8364,ENSG00000160973,FOXH1
8365,ENSG00000160972,PPP1R16A
8366,ENSG00000167701,GPT
8367,ENSG00000167700,MFSD3
8368,ENSG00000160957,RECQL4
8369,ENSG00000160959,LRRC14
8370,ENSG00000254402,LRRC24
8371,ENSG00000213563,C8orf82
8372,ENSG00000147799,ARHGAP39
8373,ENSG00000198169,ZNF251
8374,ENSG00000196378,ZNF34
8375,ENSG00000161016,RPL8
8376,ENSG00000197363,ZNF517
8377,ENSG00000147789,ZNF7
8378,ENSG00000170619,COMMD5
8379,ENSG00000196150,ZNF250
8380,ENSG00000170631,ZNF16
8381,ENSG00000182307,C8orf33
8382,ENSG00000181404,WASHC1
8383,ENSG00000170122,FOXD4
8384,ENSG00000172785,CBWD1
8385,ENSG00000107099,DOCK8
8386,ENSG00000107104,KANK1
8387,ENSG00000137090,DMRT1
8388,ENSG00000064218,DMRT3
8389,ENSG00000173253,DMRT2
8390,ENSG00000080503,SMARCA2
8391,ENSG00000147852,VLDLR
8392,ENSG00000168263,KCNV2
8393,ENSG00000080608,PUM3
8394,ENSG00000080298,RFX3
8395,ENSG00000107249,GLIS3
8396,ENSG00000106688,SLC1A1
8397,ENSG00000106686,SPATA6L
8398,ENSG00000205808,PLPP6
8399,ENSG00000106993,CDC37L1
8400,ENSG00000147853,AK3
8401,ENSG00000120158,RCL1
8402,ENSG00000096968,JAK2
8403,ENSG00000120210,INSL6
8404,ENSG00000120211,INSL4
8405,ENSG00000107014,RLN2
8406,ENSG00000107018,RLN1
8407,ENSG00000107020,PLGRKT
8408,ENSG00000120217,CD274
8409,ENSG00000197646,PDCD1LG2
8410,ENSG00000107036,RIC1
8411,ENSG00000099219,ERMP1
8412,ENSG00000183354,KIAA2026
8413,ENSG00000120215,MLANA
8414,ENSG00000137040,RANBP6
8415,ENSG00000137033,IL33
8416,ENSG00000170777,TPD52L3
8417,ENSG00000147854,UHRF2
8418,ENSG00000178445,GLDC
8419,ENSG00000107077,KDM4C
8420,ENSG00000137038,DMAC1
8421,ENSG00000153707,PTPRD
8422,ENSG00000107165,TYRP1
8423,ENSG00000153714,LURAP1L
8424,ENSG00000107186,MPDZ
8425,ENSG00000147862,NFIB
8426,ENSG00000175893,ZDHHC21
8427,ENSG00000147869,CER1
8428,ENSG00000164946,FREM1
8429,ENSG00000155158,TTC39B
8430,ENSG00000164975,SNAPC3
8431,ENSG00000164985,PSIP1
8432,ENSG00000164989,CCDC171
8433,ENSG00000173068,BNC2
8434,ENSG00000044459,CNTLN
8435,ENSG00000107295,SH3GL2
8436,ENSG00000178031,ADAMTSL1
8437,ENSG00000155875,SAXO1
8438,ENSG00000155876,RRAGA
8439,ENSG00000147874,HAUS6
8440,ENSG00000147872,PLIN2
8441,ENSG00000137145,DENND4C
8442,ENSG00000137154,RPS6
8443,ENSG00000177076,ACER2
8444,ENSG00000155886,SLC24A2
8445,ENSG00000171843,MLLT3
8446,ENSG00000188352,FOCAD
8447,ENSG00000188921,HACD4
8448,ENSG00000171855,IFNB1
8449,ENSG00000177047,IFNW1
8450,ENSG00000137080,IFNA21
8451,ENSG00000236637,IFNA4
8452,ENSG00000214042,IFNA7
8453,ENSG00000186803,IFNA10
8454,ENSG00000147885,IFNA16
8455,ENSG00000234829,IFNA17
8456,ENSG00000228083,IFNA14
8457,ENSG00000147873,IFNA5
8458,ENSG00000198642,KLHL9
8459,ENSG00000120235,IFNA6
8460,ENSG00000233816,IFNA13
8461,ENSG00000188379,IFNA2
8462,ENSG00000120242,IFNA8
8463,ENSG00000197919,IFNA1
8464,ENSG00000184995,IFNE
8465,ENSG00000099810,MTAP
8466,ENSG00000147889,CDKN2A
8467,ENSG00000147883,CDKN2B
8468,ENSG00000176399,DMRTA1
8469,ENSG00000107105,ELAVL2
8470,ENSG00000205442,IZUMO3
8471,ENSG00000198680,TUSC1
8472,ENSG00000120159,CAAP1
8473,ENSG00000137055,PLAA
8474,ENSG00000096872,IFT74
8475,ENSG00000184434,LRRC19
8476,ENSG00000120156,TEK
8477,ENSG00000120160,EQTN
8478,ENSG00000120162,MOB3B
8479,ENSG00000147896,IFNK
8480,ENSG00000147894,C9orf72
8481,ENSG00000174482,LINGO2
8482,ENSG00000122729,ACO1
8483,ENSG00000107201,DDX58
8484,ENSG00000197579,TOPORS
8485,ENSG00000235453,SMIM27
8486,ENSG00000165264,NDUFB6
8487,ENSG00000122728,TAF1L
8488,ENSG00000188133,TMEM215
8489,ENSG00000137074,APTX
8490,ENSG00000086061,DNAJA1
8491,ENSG00000122692,SMU1
8492,ENSG00000086062,B4GALT1
8493,ENSG00000122711,SPINK4
8494,ENSG00000107262,BAG1
8495,ENSG00000086065,CHMP5
8496,ENSG00000086102,NFX1
8497,ENSG00000165269,AQP7
8498,ENSG00000165272,AQP3
8499,ENSG00000165271,NOL6
8500,ENSG00000230453,ANKRD18B
8501,ENSG00000010438,PRSS3
8502,ENSG00000107341,UBE2R2
8503,ENSG00000137073,UBAP2
8504,ENSG00000198876,DCAF12
8505,ENSG00000165006,UBAP1
8506,ENSG00000186638,KIF24
8507,ENSG00000164978,NUDT2
8508,ENSG00000164976,MYORG
8509,ENSG00000164972,C9orf24
8510,ENSG00000164970,FAM219A
8511,ENSG00000122735,DNAI1
8512,ENSG00000168913,ENHO
8513,ENSG00000122756,CNTFR
8514,ENSG00000164967,RPP25L
8515,ENSG00000137100,DCTN3
8516,ENSG00000205143,ARID3C
8517,ENSG00000147955,SIGMAR1
8518,ENSG00000213930,GALT
8519,ENSG00000137070,IL11RA
8520,ENSG00000213927,CCL27
8521,ENSG00000172724,CCL19
8522,ENSG00000137077,CCL21
8523,ENSG00000205108,FAM205A
8524,ENSG00000187791,FAM205C
8525,ENSG00000122733,PHF24
8526,ENSG00000137094,DNAJB5
8527,ENSG00000174038,C9orf131
8528,ENSG00000165280,VCP
8529,ENSG00000221829,FANCG
8530,ENSG00000165282,PIGO
8531,ENSG00000165283,STOML2
8532,ENSG00000005238,FAM214B
8533,ENSG00000198722,UNC13B
8534,ENSG00000198853,RUSC2
8535,ENSG00000215187,FAM166B
8536,ENSG00000107140,TESK1
8537,ENSG00000137101,CD72
8538,ENSG00000137078,SIT1
8539,ENSG00000159884,CCDC107
8540,ENSG00000137135,ARHGEF39
8541,ENSG00000107159,CA9
8542,ENSG00000198467,TPM2
8543,ENSG00000137076,TLN1
8544,ENSG00000107175,CREB3
8545,ENSG00000070610,GBA2
8546,ENSG00000107185,RGP1
8547,ENSG00000215183,MSMP
8548,ENSG00000159899,NPR2
8549,ENSG00000137098,SPAG8
8550,ENSG00000137133,HINT2
8551,ENSG00000137103,TMEM8B
8552,ENSG00000204930,FAM221B
8553,ENSG00000168828,OR13J1
8554,ENSG00000196196,HRCT1
8555,ENSG00000235387,SPAAR
8556,ENSG00000278889,OR2S2
8557,ENSG00000122707,RECK
8558,ENSG00000122694,GLIPR2
8559,ENSG00000185972,CCIN
8560,ENSG00000122705,CLTA
8561,ENSG00000159921,GNE
8562,ENSG00000137075,RNF38
8563,ENSG00000165304,MELK
8564,ENSG00000196092,PAX5
8565,ENSG00000147905,ZCCHC7
8566,ENSG00000137106,GRHPR
8567,ENSG00000168795,ZBTB5
8568,ENSG00000137054,POLR1E
8569,ENSG00000147912,FBXO10
8570,ENSG00000175768,TOMM5
8571,ENSG00000070601,FRMPD1
8572,ENSG00000165275,TRMT10B
8573,ENSG00000107371,EXOSC3
8574,ENSG00000122741,DCAF10
8575,ENSG00000122696,SLC25A51
8576,ENSG00000107338,SHB
8577,ENSG00000137124,ALDH1B1
8578,ENSG00000137142,IGFBPL1
8579,ENSG00000180071,ANKRD18A
8580,ENSG00000283329,FAM240B
8581,ENSG00000106714,CNTNAP3
8582,ENSG00000204849,SPATA31A1
8583,ENSG00000183148,ANKRD20A2P
8584,ENSG00000273514,FOXD4L6
8585,ENSG00000215126,CBWD6
8586,ENSG00000154529,CNTNAP3B
8587,ENSG00000185775,SPATA31A6
8588,ENSG00000276581,SPATA31A5
8589,ENSG00000276040,SPATA31A7
8590,ENSG00000283378,CNTNAP3C
8591,ENSG00000172014,ANKRD20A4P
8592,ENSG00000204779,FOXD4L5
8593,ENSG00000147996,CBWD5
8594,ENSG00000184659,FOXD4L4
8595,ENSG00000276203,ANKRD20A3P
8596,ENSG00000274349,ZNF658
8597,ENSG00000275969,SPATA31A3
8598,ENSG00000260691,ANKRD20A1
8599,ENSG00000196873,CBWD3
8600,ENSG00000187559,FOXD4L3
8601,ENSG00000154330,PGM5
8602,ENSG00000181778,TMEM252
8603,ENSG00000107242,PIP5K1B
8604,ENSG00000187866,PABIR1
8605,ENSG00000165059,PRKACG
8606,ENSG00000165060,FXN
8607,ENSG00000119139,TJP2
8608,ENSG00000135063,FAM189A2
8609,ENSG00000107282,APBA1
8610,ENSG00000188647,PTAR1
8611,ENSG00000204711,C9orf135
8612,ENSG00000165072,MAMDC2
8613,ENSG00000198887,SMC5
8614,ENSG00000119138,KLF9
8615,ENSG00000083067,TRPM3
8616,ENSG00000135048,CEMIP2
8617,ENSG00000107362,ABHD17B
8618,ENSG00000155621,C9orf85
8619,ENSG00000204669,C9orf57
8620,ENSG00000119125,GDA
8621,ENSG00000107372,ZFAND5
8622,ENSG00000165091,TMC1
8623,ENSG00000165092,ALDH1A1
8624,ENSG00000135046,ANXA1
8625,ENSG00000198963,RORB
8626,ENSG00000119121,TRPM6
8627,ENSG00000135045,C9orf40
8628,ENSG00000156017,CARNMT1
8629,ENSG00000106733,NMRK1
8630,ENSG00000134996,OSTF1
8631,ENSG00000099139,PCSK5
8632,ENSG00000135002,RFK
8633,ENSG00000187210,GCNT1
8634,ENSG00000106772,PRUNE2
8635,ENSG00000204612,FOXB2
8636,ENSG00000197969,VPS13A
8637,ENSG00000156049,GNA14
8638,ENSG00000156052,GNAQ
8639,ENSG00000148019,CEP78
8640,ENSG00000135069,PSAT1
8641,ENSG00000106829,TLE4
8642,ENSG00000196781,TLE1
8643,ENSG00000189357,SPATA31D4
8644,ENSG00000186788,SPATA31D3
8645,ENSG00000214929,SPATA31D1
8646,ENSG00000165105,RASEF
8647,ENSG00000172159,FRMD3
8648,ENSG00000148057,IDNK
8649,ENSG00000135018,UBQLN1
8650,ENSG00000165113,GKAP1
8651,ENSG00000165115,KIF27
8652,ENSG00000165118,C9orf64
8653,ENSG00000165119,HNRNPK
8654,ENSG00000178966,RMI1
8655,ENSG00000197506,SLC28A3
8656,ENSG00000148053,NTRK2
8657,ENSG00000135049,AGTPBP1
8658,ENSG00000135040,NAA35
8659,ENSG00000135052,GOLM1
8660,ENSG00000187753,C9orf153
8661,ENSG00000135070,ISCA1
8662,ENSG00000083223,TUT7
8663,ENSG00000180447,GAS1
8664,ENSG00000196730,DAPK1
8665,ENSG00000135047,CTSL
8666,ENSG00000177992,SPATA31E1
8667,ENSG00000156345,CDK20
8668,ENSG00000106723,SPIN1
8669,ENSG00000130045,NXNL2
8670,ENSG00000213694,S1PR3
8671,ENSG00000148082,SHC3
8672,ENSG00000123975,CKS2
8673,ENSG00000187742,SECISBP2
8674,ENSG00000187764,SEMA4D
8675,ENSG00000130222,GADD45G
8676,ENSG00000165023,DIRAS2
8677,ENSG00000165025,SYK
8678,ENSG00000148090,AUH
8679,ENSG00000165030,NFIL3
8680,ENSG00000169071,ROR2
8681,ENSG00000090054,SPTLC1
8682,ENSG00000196305,IARS1
8683,ENSG00000198000,NOL8
8684,ENSG00000188312,CENPP
8685,ENSG00000106809,OGN
8686,ENSG00000127083,OMD
8687,ENSG00000106819,ASPN
8688,ENSG00000106823,ECM2
8689,ENSG00000127080,IPPK
8690,ENSG00000185963,BICD2
8691,ENSG00000127081,ZNF484
8692,ENSG00000127084,FGD3
8693,ENSG00000157303,SUSD3
8694,ENSG00000165233,CARD19
8695,ENSG00000131669,NINJ1
8696,ENSG00000165238,WNK2
8697,ENSG00000188938,FAM120AOS
8698,ENSG00000048828,FAM120A
8699,ENSG00000197724,PHF2
8700,ENSG00000131668,BARX1
8701,ENSG00000158079,PTPDC1
8702,ENSG00000175787,ZNF169
8703,ENSG00000130950,NUTM2F
8704,ENSG00000148110,MFSD14B
8705,ENSG00000130957,FBP2
8706,ENSG00000165140,FBP1
8707,ENSG00000148120,AOPEP
8708,ENSG00000158169,FANCC
8709,ENSG00000185920,PTCH1
8710,ENSG00000182150,ERCC6L2
8711,ENSG00000130948,HSD17B3
8712,ENSG00000130958,SLC35D2
8713,ENSG00000165244,ZNF367
8714,ENSG00000130956,HABP4
8715,ENSG00000081377,CDC14B
8716,ENSG00000158122,PRXL2C
8717,ENSG00000081386,ZNF510
8718,ENSG00000196597,ZNF782
8719,ENSG00000188152,NUTM2G
8720,ENSG00000136943,CTSV
8721,ENSG00000197816,CCDC180
8722,ENSG00000196116,TDRD7
8723,ENSG00000136842,TMOD1
8724,ENSG00000136925,TSTD2
8725,ENSG00000136937,NCBP1
8726,ENSG00000136936,XPA
8727,ENSG00000178919,FOXE1
8728,ENSG00000136932,TRMO
8729,ENSG00000136929,HEMGN
8730,ENSG00000136938,ANP32B
8731,ENSG00000095380,NANS
8732,ENSG00000106785,TRIM14
8733,ENSG00000106789,CORO2A
8734,ENSG00000095383,TBC1D2
8735,ENSG00000136928,GABBR2
8736,ENSG00000165138,ANKS6
8737,ENSG00000119514,GALNT12
8738,ENSG00000204291,COL15A1
8739,ENSG00000106799,TGFBR1
8740,ENSG00000119523,ALG2
8741,ENSG00000106803,SEC61B
8742,ENSG00000119508,NR4A3
8743,ENSG00000136874,STX17
8744,ENSG00000023318,ERP44
8745,ENSG00000119509,INVS
8746,ENSG00000136891,TEX10
8747,ENSG00000066697,MSANTD3
8748,ENSG00000241697,TMEFF1
8749,ENSG00000170681,CAVIN4
8750,ENSG00000148123,PLPPR1
8751,ENSG00000136881,BAAT
8752,ENSG00000136897,MRPL50
8753,ENSG00000136870,ZNF189
8754,ENSG00000136872,ALDOB
8755,ENSG00000165152,PGAP4
8756,ENSG00000155827,RNF20
8757,ENSG00000198785,GRIN3A
8758,ENSG00000188386,PPP3R2
8759,ENSG00000155833,CYLC2
8760,ENSG00000136824,SMC2
8761,ENSG00000186881,OR13F1
8762,ENSG00000148136,OR13C4
8763,ENSG00000204246,OR13C3
8764,ENSG00000186943,OR13C8
8765,ENSG00000277556,OR13C5
8766,ENSG00000276119,OR13C2
8767,ENSG00000136839,OR13C9
8768,ENSG00000179055,OR13D1
8769,ENSG00000136783,NIPSNAP3A
8770,ENSG00000165028,NIPSNAP3B
8771,ENSG00000165029,ABCA1
8772,ENSG00000070214,SLC44A1
8773,ENSG00000106701,FSD1L
8774,ENSG00000106692,FKTN
8775,ENSG00000186051,TAL2
8776,ENSG00000095209,TMEM38B
8777,ENSG00000148143,ZNF462
8778,ENSG00000119318,RAD23B
8779,ENSG00000136826,KLF4
8780,ENSG00000148156,ACTL7B
8781,ENSG00000187003,ACTL7A
8782,ENSG00000070061,ELP1
8783,ENSG00000119328,ABITRAM
8784,ENSG00000119326,CTNNAL1
8785,ENSG00000106771,TMEM245
8786,ENSG00000260230,FRRS1L
8787,ENSG00000095203,EPB41L4B
8788,ENSG00000070159,PTPN3
8789,ENSG00000157654,PALM2AKAP2
8790,ENSG00000188959,C9orf152
8791,ENSG00000136810,TXN
8792,ENSG00000204193,TXNDC8
8793,ENSG00000165124,SVEP1
8794,ENSG00000030304,MUSK
8795,ENSG00000198121,LPAR1
8796,ENSG00000171133,OR2K2
8797,ENSG00000136813,ECPAS
8798,ENSG00000173258,ZNF483
8799,ENSG00000106853,PTGR1
8800,ENSG00000059769,DNAJC25
8801,ENSG00000242616,GNG10
8802,ENSG00000165181,SHOC1
8803,ENSG00000148154,UGCG
8804,ENSG00000106868,SUSD1
8805,ENSG00000119314,PTBP3
8806,ENSG00000119471,HSDL2
8807,ENSG00000165185,KIAA1958
8808,ENSG00000148153,INIP
8809,ENSG00000148158,SNX30
8810,ENSG00000119457,SLC46A2
8811,ENSG00000136866,ZFP37
8812,ENSG00000136867,SLC31A2
8813,ENSG00000119321,FKBP15
8814,ENSG00000136868,SLC31A1
8815,ENSG00000176386,CDC26
8816,ENSG00000136875,PRPF4
8817,ENSG00000165188,RNF183
8818,ENSG00000148225,WDR31
8819,ENSG00000119411,BSPRY
8820,ENSG00000119431,HDHD3
8821,ENSG00000148218,ALAD
8822,ENSG00000148229,POLE3
8823,ENSG00000157653,C9orf43
8824,ENSG00000138835,RGS3
8825,ENSG00000157657,ZNF618
8826,ENSG00000106927,AMBP
8827,ENSG00000136883,KIF12
