,mse,R2,percentage,seed,downsampling_method,dataset
0,0.0008086216,0.98595425847031,25,10,geometric_sketching,dinaciclib
0,0.001126739,0.9804553200756977,25,11,geometric_sketching,dinaciclib
0,0.000859711,0.9847081933285783,25,12,geometric_sketching,dinaciclib
0,0.0005328468,0.9897376397895814,25,13,geometric_sketching,dinaciclib
0,0.0006893344,0.9880077870625166,25,14,geometric_sketching,dinaciclib
0,0.0006306201,0.9889416580916377,50,15,geometric_sketching,dinaciclib
0,0.00082682155,0.9854099406333374,50,16,geometric_sketching,dinaciclib
0,0.00072705647,0.9869810502396933,50,17,geometric_sketching,dinaciclib
0,0.0017199615,0.9697529962868977,50,18,geometric_sketching,dinaciclib
0,0.00074562425,0.9868665760127304,50,19,geometric_sketching,dinaciclib
0,0.0007986858,0.9856479427476234,10,5,random,dinaciclib
0,0.0006326768,0.9887671432435327,10,6,random,dinaciclib
0,0.00067318516,0.9880152024660342,10,7,random,dinaciclib
0,0.0006822483,0.9875174439070691,10,8,random,dinaciclib
0,0.0006066279,0.9891587238910373,10,9,random,dinaciclib
0,0.00066781644,0.9879131486103357,1,0,random,dinaciclib
0,0.000931906,0.9829830788471019,1,1,random,dinaciclib
0,0.0006298418,0.9888101731061847,1,2,random,dinaciclib
0,0.0006356835,0.9886601973512477,1,3,random,dinaciclib
0,0.00080804096,0.985541980648324,1,4,random,dinaciclib
0,0.0009681771,0.9837770749322764,25,10,random,dinaciclib
0,0.000982685,0.9827430378240618,25,11,random,dinaciclib
0,0.0006437172,0.988854942398128,25,12,random,dinaciclib
0,0.0014065687,0.9756960904646561,25,13,random,dinaciclib
0,0.0007103021,0.9864338187148927,25,14,random,dinaciclib
0,0.00073193316,0.987526618317577,50,15,random,dinaciclib
0,0.0009502973,0.9837023447575701,50,16,random,dinaciclib
0,0.0011041194,0.9805551047939165,50,17,random,dinaciclib
0,0.00068115565,0.9886252135300243,50,18,random,dinaciclib
0,0.0012419869,0.9774173386598698,50,19,random,dinaciclib
0,0.0006850858,0.987701791608554,75,20,random,dinaciclib
0,0.0007448292,0.9867219980324362,75,21,random,dinaciclib
0,0.000793208,0.9857282280958233,75,22,random,dinaciclib
0,0.0010855864,0.9805866693856691,75,23,random,dinaciclib
0,0.0005635492,0.9895352810919367,75,24,random,dinaciclib
0,0.0015977396,0.98853465973409,10,5,celltype_reweighted,homoharringtonine
0,0.0020633247,0.9851230691633371,10,6,celltype_reweighted,homoharringtonine
0,0.0020555095,0.9851948373343196,10,7,celltype_reweighted,homoharringtonine
0,0.0011619354,0.9921610739593579,10,8,celltype_reweighted,homoharringtonine
0,0.0012857971,0.9913421912726198,10,9,celltype_reweighted,homoharringtonine
0,0.0015901716,0.9892103477380619,1,0,celltype_reweighted,homoharringtonine
0,0.0011771207,0.9927378130928338,1,1,celltype_reweighted,homoharringtonine
0,0.0011680776,0.9924718544065649,1,2,celltype_reweighted,homoharringtonine
0,0.0017161825,0.9878693256581765,1,3,celltype_reweighted,homoharringtonine
0,0.0031651023,0.9771517520450227,1,4,celltype_reweighted,homoharringtonine
0,0.0013208344,0.9922889850802725,25,10,celltype_reweighted,homoharringtonine
0,0.0012960478,0.9925518302250538,25,11,celltype_reweighted,homoharringtonine
0,0.0014407036,0.9901687710017947,25,12,celltype_reweighted,homoharringtonine
0,0.0013583582,0.991381926681874,25,13,celltype_reweighted,homoharringtonine
0,0.0011667322,0.992418692978179,25,14,celltype_reweighted,homoharringtonine
0,0.0030023567,0.9784701895676794,50,15,celltype_reweighted,homoharringtonine
0,0.0013537091,0.9906114573310144,50,16,celltype_reweighted,homoharringtonine
0,0.0027851148,0.979862434118642,50,17,celltype_reweighted,homoharringtonine
0,0.0020270485,0.9857042359458188,50,18,celltype_reweighted,homoharringtonine
0,0.0026300459,0.9810471036215126,50,19,celltype_reweighted,homoharringtonine
0,0.0025896996,0.9813174273594497,75,20,celltype_reweighted,homoharringtonine
0,0.0013755803,0.9925407510119775,75,21,celltype_reweighted,homoharringtonine
0,0.0012685385,0.991506469356375,75,22,celltype_reweighted,homoharringtonine
0,0.0014927994,0.9893856919705022,75,23,celltype_reweighted,homoharringtonine
0,0.0021114142,0.9852312087049216,75,24,celltype_reweighted,homoharringtonine
0,0.0016813558,0.9879685045574029,10,5,geometric_sketching,homoharringtonine
0,0.0011954989,0.991905838409242,10,6,geometric_sketching,homoharringtonine
0,0.0025795987,0.9815127141401577,10,7,geometric_sketching,homoharringtonine
0,0.0010902116,0.9928134752791195,10,8,geometric_sketching,homoharringtonine
0,0.0014923523,0.9897799007043249,10,9,geometric_sketching,homoharringtonine
0,0.0012102282,0.9921196694456318,1,0,geometric_sketching,homoharringtonine
0,0.0021367217,0.9845945290428348,1,1,geometric_sketching,homoharringtonine
0,0.001403563,0.9908219060779255,1,2,geometric_sketching,homoharringtonine
0,0.0014131741,0.9899013308182362,1,3,geometric_sketching,homoharringtonine
0,0.0012810398,0.9916070704808805,1,4,geometric_sketching,homoharringtonine
0,0.0016742856,0.9880440686554393,25,10,geometric_sketching,homoharringtonine
0,0.001265096,0.9923748859061661,25,11,geometric_sketching,homoharringtonine
0,0.0010778352,0.9925802175120285,25,12,geometric_sketching,homoharringtonine
0,0.0021250178,0.9848947580410614,25,13,geometric_sketching,homoharringtonine
0,0.0019820798,0.985857632880565,25,14,geometric_sketching,homoharringtonine
0,0.0027741643,0.9799677336034539,50,15,geometric_sketching,homoharringtonine
0,0.0025192066,0.9819329183388505,50,16,geometric_sketching,homoharringtonine
0,0.0013712029,0.9920924038419712,50,17,geometric_sketching,homoharringtonine
0,0.0015978696,0.9887954322296705,50,18,geometric_sketching,homoharringtonine
0,0.0013018898,0.9910436676606704,50,19,geometric_sketching,homoharringtonine
0,0.0013689143,0.9923233615866685,10,5,random,homoharringtonine
0,0.0011120823,0.9924054420775904,10,6,random,homoharringtonine
0,0.0042040874,0.9698862136492461,10,7,random,homoharringtonine
0,0.0025410426,0.9816722098454462,10,8,random,homoharringtonine
0,0.0017098329,0.987735542371035,10,9,random,homoharringtonine
0,0.001134166,0.9931387196606016,1,0,random,homoharringtonine
0,0.002038632,0.985323911353695,1,1,random,homoharringtonine
0,0.0022405009,0.9838889104656408,1,2,random,homoharringtonine
0,0.002017767,0.9854812139826321,1,3,random,homoharringtonine
0,0.0024829882,0.9822320420312265,1,4,random,homoharringtonine
0,0.002017709,0.9854965335081589,25,10,random,homoharringtonine
0,0.0019310649,0.9861172241960998,25,11,random,homoharringtonine
0,0.0013396409,0.9906069566168217,25,12,random,homoharringtonine
0,0.0019045769,0.9862680257232811,25,13,random,homoharringtonine
0,0.0012613657,0.9915273257942434,25,14,random,homoharringtonine
0,0.0014387665,0.990153960106712,50,15,random,homoharringtonine
0,0.0041883383,0.9698557948565858,50,16,random,homoharringtonine
0,0.0038976867,0.9718218214955265,50,17,random,homoharringtonine
0,0.0011482242,0.9929080552220207,50,18,random,homoharringtonine
0,0.0013224619,0.9908145936498491,50,19,random,homoharringtonine
0,0.0019243222,0.9861207529540493,75,20,random,homoharringtonine
0,0.0011674515,0.9923366219602361,75,21,random,homoharringtonine
0,0.0014599602,0.989610027768741,75,22,random,homoharringtonine
0,0.0012439917,0.9928278739271865,75,23,random,homoharringtonine
0,0.0011223608,0.9921812582445928,75,24,random,homoharringtonine
0,0.0019665814,0.9813009366043937,10,5,celltype_reweighted,ph797804
0,0.0012327489,0.9880305227243659,10,6,celltype_reweighted,ph797804
0,0.0022911953,0.9788096792341755,10,7,celltype_reweighted,ph797804
0,0.00095030846,0.9906935170788634,10,8,celltype_reweighted,ph797804
0,0.0012171722,0.9884633987116339,10,9,celltype_reweighted,ph797804
0,0.001144625,0.9888868793667132,1,0,celltype_reweighted,ph797804
0,0.0010712306,0.9893003636643898,1,1,celltype_reweighted,ph797804
0,0.0009104608,0.9908788932211949,1,2,celltype_reweighted,ph797804
0,0.0011289392,0.9891689980342814,1,3,celltype_reweighted,ph797804
0,0.0013350643,0.986968418921215,1,4,celltype_reweighted,ph797804
0,0.0012194151,0.9881261258814437,25,10,celltype_reweighted,ph797804
0,0.0028659294,0.9734087534680445,25,11,celltype_reweighted,ph797804
0,0.0010898608,0.9891023826082773,25,12,celltype_reweighted,ph797804
0,0.0009745318,0.9909662787190059,25,13,celltype_reweighted,ph797804
0,0.0009369191,0.99109023688923,25,14,celltype_reweighted,ph797804
0,0.0017829719,0.9833216421062809,50,15,celltype_reweighted,ph797804
0,0.000919011,0.9917472319222991,50,16,celltype_reweighted,ph797804
0,0.00085843133,0.9914124810786868,50,17,celltype_reweighted,ph797804
0,0.001140109,0.9891867906863807,50,18,celltype_reweighted,ph797804
0,0.00092702534,0.9907004873309284,50,19,celltype_reweighted,ph797804
0,0.00095173204,0.9906553144408385,75,20,celltype_reweighted,ph797804
0,0.0015602892,0.9851430388135299,75,21,celltype_reweighted,ph797804
0,0.0009475761,0.9908533271694686,75,22,celltype_reweighted,ph797804
0,0.0017185111,0.9839520616895954,75,23,celltype_reweighted,ph797804
0,0.0019282722,0.9821816777838043,75,24,celltype_reweighted,ph797804
0,0.0014289512,0.9864947129258085,10,5,geometric_sketching,ph797804
0,0.0012633852,0.9874218593869359,10,6,geometric_sketching,ph797804
0,0.0010074497,0.9901744580250893,10,7,geometric_sketching,ph797804
0,0.0010868805,0.9894075735927254,10,8,geometric_sketching,ph797804
0,0.00094166526,0.9909405906807969,10,9,geometric_sketching,ph797804
0,0.0023858186,0.978095724651958,1,0,geometric_sketching,ph797804
0,0.0010523889,0.9899669754849212,1,1,geometric_sketching,ph797804
0,0.001326612,0.9873619048295238,1,2,geometric_sketching,ph797804
0,0.0013078074,0.9873386268032892,1,3,geometric_sketching,ph797804
0,0.0010776416,0.9903859969167403,1,4,geometric_sketching,ph797804
0,0.0012161416,0.9883780182010458,25,10,geometric_sketching,ph797804
0,0.0012270033,0.9879880997395032,25,11,geometric_sketching,ph797804
0,0.0011900552,0.988831351686203,25,12,geometric_sketching,ph797804
0,0.001023707,0.9899016311089412,25,13,geometric_sketching,ph797804
0,0.001213907,0.9889008535816242,25,14,geometric_sketching,ph797804
0,0.0012715575,0.9879667599897044,50,15,geometric_sketching,ph797804
0,0.0017035359,0.9845541194142913,50,16,geometric_sketching,ph797804
0,0.0019312227,0.9819260780357975,50,17,geometric_sketching,ph797804
0,0.0014140466,0.9866311594222634,50,18,geometric_sketching,ph797804
0,0.0026646177,0.9756508332175049,50,19,geometric_sketching,ph797804
0,0.0021226692,0.9797266455945963,10,5,random,ph797804
0,0.0021618998,0.9793704710739869,10,6,random,ph797804
0,0.001720047,0.9833617362609303,10,7,random,ph797804
0,0.0011374853,0.9892074351664004,10,8,random,ph797804
0,0.0018143798,0.9833060997306539,10,9,random,ph797804
0,0.0022417768,0.9786303360933545,1,0,random,ph797804
0,0.00097173103,0.9907847033779906,1,1,random,ph797804
0,0.000993172,0.9901448397759361,1,2,random,ph797804
0,0.0009808146,0.9908917773031662,1,3,random,ph797804
0,0.001250321,0.987910043869852,1,4,random,ph797804
0,0.0010848767,0.9897786742500247,25,10,random,ph797804
0,0.0016423921,0.9841658472534938,25,11,random,ph797804
0,0.0008652095,0.9913453582357721,25,12,random,ph797804
0,0.0011926172,0.9887269257202597,25,13,random,ph797804
0,0.0009532923,0.9907139395803006,25,14,random,ph797804
0,0.0011342134,0.9892849887533588,50,15,random,ph797804
0,0.0010995604,0.9901231827706454,50,16,random,ph797804
0,0.0010120374,0.9904262536167661,50,17,random,ph797804
0,0.0014126622,0.9867198562394478,50,18,random,ph797804
0,0.00093646644,0.9909586016642131,50,19,random,ph797804
0,0.0008309608,0.9918211820548253,75,20,random,ph797804
0,0.000934883,0.9910639781859564,75,21,random,ph797804
0,0.002193482,0.9797456023600483,75,22,random,ph797804
0,0.001953096,0.9826668158378076,75,23,random,ph797804
0,0.0009635503,0.9905444350732742,75,24,random,ph797804
0,0.0056869164,0.9717770733826135,10,5,celltype_reweighted,tak901
0,0.006187258,0.9674550345312137,10,6,celltype_reweighted,tak901
0,0.005462718,0.9717570195634508,10,7,celltype_reweighted,tak901
0,0.006173093,0.9678042003993657,10,8,celltype_reweighted,tak901
0,0.007913363,0.9580889267090102,10,9,celltype_reweighted,tak901
0,0.0070650554,0.9628466457077388,1,0,celltype_reweighted,tak901
0,0.004688328,0.9761098301452162,1,1,celltype_reweighted,tak901
0,0.0042632683,0.9785193178664756,1,2,celltype_reweighted,tak901
0,0.004517123,0.9783446360004618,1,3,celltype_reweighted,tak901
0,0.0056679905,0.971306298312888,1,4,celltype_reweighted,tak901
0,0.00499785,0.9743580919369869,25,10,celltype_reweighted,tak901
0,0.004892985,0.9750839758885275,25,11,celltype_reweighted,tak901
0,0.00404034,0.9803199517818033,25,12,celltype_reweighted,tak901
0,0.006875717,0.9640555555195478,25,13,celltype_reweighted,tak901
0,0.0040709334,0.9796538738224516,25,14,celltype_reweighted,tak901
0,0.0068466393,0.9637736987080973,50,15,celltype_reweighted,tak901
0,0.0052794744,0.9725096194889284,50,16,celltype_reweighted,tak901
0,0.0071665538,0.9621503975238725,50,17,celltype_reweighted,tak901
0,0.00665944,0.9650638698145614,50,18,celltype_reweighted,tak901
0,0.004290739,0.9788439212325818,50,19,celltype_reweighted,tak901
0,0.004919403,0.9750154685237811,75,20,celltype_reweighted,tak901
0,0.0047174394,0.9761952385552072,75,21,celltype_reweighted,tak901
0,0.0044406517,0.9781209085073143,75,22,celltype_reweighted,tak901
0,0.0057736705,0.9696201130057936,75,23,celltype_reweighted,tak901
0,0.006918954,0.9634855773215092,75,24,celltype_reweighted,tak901
0,0.004604687,0.9764919545451265,10,5,geometric_sketching,tak901
0,0.004973238,0.9751545793153044,10,6,geometric_sketching,tak901
0,0.0054789204,0.9712727374932637,10,7,geometric_sketching,tak901
0,0.0049468917,0.9749972546774512,10,8,geometric_sketching,tak901
0,0.0041586994,0.978899601863385,10,9,geometric_sketching,tak901
0,0.004122344,0.9796698878995334,1,0,geometric_sketching,tak901
0,0.005955708,0.9689811248503474,1,1,geometric_sketching,tak901
0,0.006314931,0.9670696010775813,1,2,geometric_sketching,tak901
0,0.004715295,0.9768073051514041,1,3,geometric_sketching,tak901
0,0.0039954227,0.9806072119652567,1,4,geometric_sketching,tak901
0,0.0058197076,0.9695444712048127,25,10,geometric_sketching,tak901
0,0.0050291857,0.9746711427715333,25,11,geometric_sketching,tak901
0,0.0046116896,0.9773585489121445,25,12,geometric_sketching,tak901
0,0.003909304,0.9802156513050657,25,13,geometric_sketching,tak901
0,0.004279914,0.9789164808221598,25,14,geometric_sketching,tak901
0,0.006453304,0.9660941347573687,50,15,geometric_sketching,tak901
0,0.0064499127,0.9659840170969366,50,16,geometric_sketching,tak901
0,0.0075363577,0.9600518249097143,50,17,geometric_sketching,tak901
0,0.005285515,0.9727911475845263,50,18,geometric_sketching,tak901
0,0.0051447265,0.9736403224393144,50,19,geometric_sketching,tak901
0,0.0047907033,0.9765775476981934,10,5,random,tak901
0,0.007840773,0.9585169693371534,10,6,random,tak901
0,0.004897951,0.9757722904629718,10,7,random,tak901
0,0.005079241,0.9744606719647567,10,8,random,tak901
0,0.004696163,0.9782229957287794,10,9,random,tak901
0,0.004994232,0.9739306969183283,1,0,random,tak901
0,0.008751493,0.9535801872306298,1,1,random,tak901
0,0.0057843863,0.9700797598934494,1,2,random,tak901
0,0.004832602,0.9752152932861408,1,3,random,tak901
0,0.005784637,0.970482577067631,1,4,random,tak901
0,0.0050351485,0.9742277797443682,25,10,random,tak901
0,0.0043827607,0.9802554290879039,25,11,random,tak901
0,0.005933196,0.9695613575755917,25,12,random,tak901
0,0.0065299715,0.9664292460803541,25,13,random,tak901
0,0.005186431,0.9737139742547766,25,14,random,tak901
0,0.0051534013,0.9744746005714967,50,15,random,tak901
0,0.004764011,0.9762965714749721,50,16,random,tak901
0,0.006579478,0.9651750671963888,50,17,random,tak901
0,0.0046797274,0.9765798440900575,50,18,random,tak901
0,0.006256908,0.9670368649551601,50,19,random,tak901
0,0.005632998,0.9713094056747692,75,20,random,tak901
0,0.004279464,0.9784300207749262,75,21,random,tak901
0,0.0056739473,0.9704996398317408,75,22,random,tak901
0,0.003928817,0.9813515346022499,75,23,random,tak901
0,0.005585699,0.9714574687592552,75,24,random,tak901
