,mse,R2,percentage,seed,downsampling_method,dataset
0,0.04028986,0.7819585288885275,0,-1,na,dinaciclib
0,0.02892481,0.8060156469099138,0,-1,na,homoharringtonine
0,0.0073771854,0.9724687887655374,1,0,random,ph797804
0,0.02697392,0.8491917513001151,1,0,random,tak901
