,mse,R2,percentage,seed,downsampling_method,dataset
0,0.00069013616,0.9880106580080658,25,12,random,dinaciclib
0,0.0014603045,0.9749045130135114,25,13,random,dinaciclib
0,0.0010717255,0.982108866432157,25,14,random,dinaciclib
0,0.00095945626,0.9836471168897586,50,15,random,dinaciclib
0,0.0010057583,0.9837338033376453,50,16,random,dinaciclib
0,0.00080556807,0.9864466721995236,50,17,random,dinaciclib
0,0.0013792618,0.9765738999150789,50,18,random,dinaciclib
0,0.0009871713,0.9837557940911136,50,19,random,dinaciclib
0,0.0007165756,0.9874662272733603,75,20,random,dinaciclib
0,0.0011158275,0.9816409644591553,75,21,random,dinaciclib
0,0.0009705329,0.9836308861718139,75,22,random,dinaciclib
0,0.0013635424,0.9789112431428891,75,23,random,dinaciclib
0,0.0007577138,0.9867926058320757,75,24,random,dinaciclib
0,0.0009792692,0.9935568621041665,10,5,celltype_reweighted,homoharringtonine
0,0.0030439734,0.978905600288077,10,6,celltype_reweighted,homoharringtonine
0,0.00092628,0.9934368209938911,10,7,celltype_reweighted,homoharringtonine
0,0.0007657411,0.9949520836095634,10,8,celltype_reweighted,homoharringtonine
0,0.0009918747,0.9933198315795044,10,9,celltype_reweighted,homoharringtonine
0,0.0009510788,0.9939790828074262,1,0,celltype_reweighted,homoharringtonine
0,0.0016013592,0.988485614568104,1,1,celltype_reweighted,homoharringtonine
0,0.001549168,0.9889524770794,1,2,celltype_reweighted,homoharringtonine
0,0.0011911034,0.9914614300557876,1,3,celltype_reweighted,homoharringtonine
0,0.0009301815,0.9936304498726646,1,4,celltype_reweighted,homoharringtonine
0,0.00096237357,0.9936101289803533,25,10,celltype_reweighted,homoharringtonine
0,0.00090771203,0.993942519018723,25,11,celltype_reweighted,homoharringtonine
0,0.0036556888,0.975300493844442,25,12,celltype_reweighted,homoharringtonine
0,0.0012533441,0.9913155283083549,25,13,celltype_reweighted,homoharringtonine
0,0.0025238353,0.9818946679489909,25,14,celltype_reweighted,homoharringtonine
0,0.0010919358,0.9928612065772253,50,15,celltype_reweighted,homoharringtonine
0,0.001615435,0.9884328393641335,50,16,celltype_reweighted,homoharringtonine
0,0.0009503604,0.9932583238002979,50,17,celltype_reweighted,homoharringtonine
0,0.0008978573,0.9942327340942556,50,18,celltype_reweighted,homoharringtonine
0,0.0012528226,0.9911199855565793,50,19,celltype_reweighted,homoharringtonine
0,0.0014340652,0.9897557962650804,75,20,celltype_reweighted,homoharringtonine
0,0.00087998493,0.9939189633075254,75,21,celltype_reweighted,homoharringtonine
0,0.0013564609,0.9902698696632736,75,22,celltype_reweighted,homoharringtonine
0,0.0010018218,0.9942884279439269,75,23,celltype_reweighted,homoharringtonine
0,0.002239233,0.9840543837808772,75,24,celltype_reweighted,homoharringtonine
0,0.001099527,0.9920924310771554,10,5,geometric_sketching,homoharringtonine
0,0.0012143718,0.9912769355393637,10,6,geometric_sketching,homoharringtonine
0,0.0013151425,0.9907570776663716,10,7,geometric_sketching,homoharringtonine
0,0.0009133076,0.9941466529168838,10,8,geometric_sketching,homoharringtonine
0,0.0010730892,0.992556406776565,10,9,geometric_sketching,homoharringtonine
0,0.0009612262,0.9932692241502907,1,0,geometric_sketching,homoharringtonine
0,0.0009555202,0.9931921268691306,1,1,geometric_sketching,homoharringtonine
0,0.0008466018,0.9941259031427697,1,2,geometric_sketching,homoharringtonine
0,0.0010028256,0.9928836983519281,1,3,geometric_sketching,homoharringtonine
0,0.0009904453,0.9934300923250088,1,4,geometric_sketching,homoharringtonine
0,0.0015893984,0.9885719617347565,25,10,geometric_sketching,homoharringtonine
0,0.0010927396,0.9923550442741802,25,11,geometric_sketching,homoharringtonine
0,0.0008863174,0.9936331614530085,25,12,geometric_sketching,homoharringtonine
0,0.0011771062,0.9915647646259786,25,13,geometric_sketching,homoharringtonine
0,0.00096778874,0.9938943982757344,25,14,geometric_sketching,homoharringtonine
0,0.00084268843,0.9944788142340729,50,15,geometric_sketching,homoharringtonine
0,0.0011886453,0.9915443317236302,50,16,geometric_sketching,homoharringtonine
0,0.0009161164,0.9944273387323653,50,17,geometric_sketching,homoharringtonine
0,0.0010965752,0.9921140786511233,50,18,geometric_sketching,homoharringtonine
0,0.0010110817,0.993982556995108,50,19,geometric_sketching,homoharringtonine
0,0.001065813,0.9931162918320259,75,20,geometric_sketching,homoharringtonine
0,0.0010196157,0.9936670937736072,75,21,geometric_sketching,homoharringtonine
0,0.0012751472,0.9911505401041593,75,22,geometric_sketching,homoharringtonine
0,0.00089495216,0.9947662469647159,75,23,geometric_sketching,homoharringtonine
0,0.0011091939,0.9942087364444053,75,24,geometric_sketching,homoharringtonine
0,0.001030506,0.9925989091015038,100,25,random,homoharringtonine
0,0.0012927335,0.9906925595052029,100,26,random,homoharringtonine
0,0.0011056727,0.9926972395049249,100,27,random,homoharringtonine
0,0.0010401235,0.9934683657365495,100,28,random,homoharringtonine
0,0.00092402904,0.9940647012132451,100,29,random,homoharringtonine
0,0.0008966367,0.9940456246984632,10,5,random,homoharringtonine
0,0.0009167535,0.9942908177438412,10,6,random,homoharringtonine
0,0.0009247739,0.993560541280258,10,7,random,homoharringtonine
0,0.0030601213,0.9784137071974988,10,8,random,homoharringtonine
0,0.0010763288,0.9937080931907752,10,9,random,homoharringtonine
0,0.00076016685,0.9946644422164942,1,0,random,homoharringtonine
0,0.001409595,0.9898992430918704,1,1,random,homoharringtonine
0,0.0012993962,0.9909703653626272,1,2,random,homoharringtonine
0,0.0008223774,0.9945503229740393,1,3,random,homoharringtonine
0,0.0022525103,0.984178425437842,1,4,random,homoharringtonine
0,0.0011567557,0.9920302478114711,25,10,random,homoharringtonine
0,0.0010530283,0.9925257782378629,25,11,random,homoharringtonine
0,0.0013307928,0.9906597172791906,25,12,random,homoharringtonine
0,0.0016501163,0.9882939494895674,25,13,random,homoharringtonine
0,0.0012714973,0.9908596265225706,25,14,random,homoharringtonine
0,0.0008620681,0.9941260096256544,50,15,random,homoharringtonine
0,0.00094829383,0.9941842588786587,50,16,random,homoharringtonine
0,0.0014640134,0.9895316201665967,50,17,random,homoharringtonine
0,0.001597109,0.9885960920616585,50,18,random,homoharringtonine
0,0.0021587482,0.9844856429117713,50,19,random,homoharringtonine
0,0.0008502363,0.9941042515226549,75,20,random,homoharringtonine
0,0.0011938503,0.9915570683370118,75,21,random,homoharringtonine
0,0.00088725606,0.9945490952969713,75,22,random,homoharringtonine
0,0.0013045332,0.9909426811246969,75,23,random,homoharringtonine
0,0.00097638695,0.9937123944402753,75,24,random,homoharringtonine
0,0.0016732469,0.9855552815636164,10,5,celltype_reweighted,ph797804
0,0.0010939713,0.990547967436372,10,6,celltype_reweighted,ph797804
0,0.0028083597,0.976020068062501,10,7,celltype_reweighted,ph797804
0,0.00097271247,0.9911111096376813,10,8,celltype_reweighted,ph797804
0,0.001495857,0.9870655253834321,10,9,celltype_reweighted,ph797804
0,0.0009289489,0.9918474027834155,1,0,celltype_reweighted,ph797804
0,0.0007919556,0.9924771716476072,1,1,celltype_reweighted,ph797804
0,0.0020720542,0.981895845581374,1,2,celltype_reweighted,ph797804
0,0.001438886,0.9880280399849873,1,3,celltype_reweighted,ph797804
0,0.001768811,0.9841151734237802,1,4,celltype_reweighted,ph797804
0,0.0015242981,0.9867057326383883,25,10,celltype_reweighted,ph797804
0,0.001184322,0.9890039877492892,25,11,celltype_reweighted,ph797804
0,0.0016962193,0.9847954928162486,25,12,celltype_reweighted,ph797804
0,0.0011979848,0.9895950139922882,25,13,celltype_reweighted,ph797804
0,0.0010127054,0.9911159905571979,25,14,celltype_reweighted,ph797804
0,0.001505949,0.9873069936310285,50,15,celltype_reweighted,ph797804
0,0.0020907714,0.9827755097124137,50,16,celltype_reweighted,ph797804
0,0.000970206,0.991544189326376,50,17,celltype_reweighted,ph797804
0,0.0010772885,0.9900092593105649,50,18,celltype_reweighted,ph797804
0,0.0009841517,0.9904175539844895,50,19,celltype_reweighted,ph797804
0,0.0010573143,0.9900701601755122,75,20,celltype_reweighted,ph797804
0,0.0008187911,0.9922632156401735,75,21,celltype_reweighted,ph797804
0,0.0021827344,0.9802623237313715,75,22,celltype_reweighted,ph797804
0,0.0013578637,0.987736323918136,75,23,celltype_reweighted,ph797804
0,0.0012377867,0.9884688026383386,75,24,celltype_reweighted,ph797804
0,0.001588654,0.9862982706303095,10,5,geometric_sketching,ph797804
0,0.0008629267,0.9919957202659185,10,6,geometric_sketching,ph797804
0,0.0009529829,0.991525143374654,10,7,geometric_sketching,ph797804
0,0.001288531,0.9887010906551602,10,8,geometric_sketching,ph797804
0,0.0012760992,0.9884057064028086,10,9,geometric_sketching,ph797804
0,0.0011021411,0.9900145613882596,1,0,geometric_sketching,ph797804
0,0.000837178,0.9919415682408951,1,1,geometric_sketching,ph797804
0,0.0012875282,0.9895932949536946,1,2,geometric_sketching,ph797804
0,0.0011540424,0.990262305533206,1,3,geometric_sketching,ph797804
0,0.0013631562,0.9881233156046848,1,4,geometric_sketching,ph797804
0,0.0010944925,0.9907400705334801,25,10,geometric_sketching,ph797804
0,0.0015309962,0.9864554769814077,25,11,geometric_sketching,ph797804
0,0.0013235135,0.9877449140652348,25,12,geometric_sketching,ph797804
0,0.00082522194,0.9924069371569695,25,13,geometric_sketching,ph797804
0,0.0029140671,0.9728930473569054,25,14,geometric_sketching,ph797804
0,0.00081316195,0.9922583721852374,50,15,geometric_sketching,ph797804
0,0.0010889864,0.9899297093447248,50,16,geometric_sketching,ph797804
0,0.0016526376,0.9853568814190208,50,17,geometric_sketching,ph797804
0,0.001176539,0.9890609890079766,50,18,geometric_sketching,ph797804
0,0.0017230915,0.9843191054948757,50,19,geometric_sketching,ph797804
0,0.0009062234,0.9915283276931844,75,20,geometric_sketching,ph797804
0,0.0014533424,0.986325994851799,75,21,geometric_sketching,ph797804
0,0.0011895328,0.9894045843686001,75,22,geometric_sketching,ph797804
0,0.0022204153,0.9804142246442137,75,23,geometric_sketching,ph797804
0,0.0010754928,0.9900183779199222,75,24,geometric_sketching,ph797804
0,0.0022177885,0.9816707607695654,100,25,random,ph797804
0,0.0016133309,0.9853241448861813,100,26,random,ph797804
0,0.0009958938,0.9909954927174424,100,27,random,ph797804
0,0.0013502012,0.9878244402421473,100,28,random,ph797804
0,0.0008985243,0.9913305066032985,100,29,random,ph797804
0,0.0012571526,0.988997127211652,10,5,random,ph797804
0,0.0013192382,0.9887785158632979,10,6,random,ph797804
0,0.0007660557,0.9924437547793818,10,7,random,ph797804
0,0.0009323629,0.9914535320303004,10,8,random,ph797804
0,0.0012521015,0.9893838004301483,10,9,random,ph797804
0,0.0010567547,0.9909203463448952,1,0,random,ph797804
0,0.0008786877,0.9921296040606368,1,1,random,ph797804
0,0.0012449948,0.9894394595514675,1,2,random,ph797804
0,0.00084731786,0.9915511591947068,1,3,random,ph797804
0,0.002578424,0.9772922259628003,1,4,random,ph797804
0,0.0015035826,0.9871408867535316,25,10,random,ph797804
0,0.0011854973,0.9893831707967373,25,11,random,ph797804
0,0.001636874,0.9854557765791544,25,12,random,ph797804
0,0.0016646829,0.9855509897091885,25,13,random,ph797804
0,0.002019009,0.982330567336376,25,14,random,ph797804
0,0.0013448303,0.9883888864779796,50,15,random,ph797804
0,0.0008706469,0.9919322432532895,50,16,random,ph797804
0,0.0013440199,0.9879470081504456,50,17,random,ph797804
0,0.0026565783,0.9763709328949549,50,18,random,ph797804
0,0.0015153729,0.986539716624326,50,19,random,ph797804
0,0.0020857623,0.9814884576688473,75,20,random,ph797804
0,0.001435382,0.9871842661037219,75,21,random,ph797804
0,0.00092687405,0.9912333940892509,75,22,random,ph797804
0,0.00089998665,0.9924573283372874,75,23,random,ph797804
0,0.00108133,0.9901142351781689,75,24,random,ph797804
0,0.0041330084,0.9787725243406968,10,5,celltype_reweighted,tak901
0,0.0035645512,0.9817751354347825,10,6,celltype_reweighted,tak901
0,0.0042744945,0.9776745916083427,10,7,celltype_reweighted,tak901
0,0.0042762803,0.977501254022338,10,8,celltype_reweighted,tak901
0,0.0044786492,0.9768440235557206,10,9,celltype_reweighted,tak901
0,0.0041207676,0.9786679703976544,1,0,celltype_reweighted,tak901
0,0.0044904947,0.9766991753852026,1,1,celltype_reweighted,tak901
0,0.0051028295,0.9730648620737035,1,2,celltype_reweighted,tak901
0,0.0034416718,0.982195379931006,1,3,celltype_reweighted,tak901
0,0.004754831,0.974980348639972,1,4,celltype_reweighted,tak901
0,0.0055487114,0.9707386484169008,25,10,celltype_reweighted,tak901
0,0.0038408344,0.9805337410563163,25,11,celltype_reweighted,tak901
0,0.0054464038,0.9712727207027511,25,12,celltype_reweighted,tak901
0,0.0048805973,0.9743345360567097,25,13,celltype_reweighted,tak901
0,0.0032154694,0.9840248018488128,25,14,celltype_reweighted,tak901
0,0.0049151676,0.9742738924822425,50,15,celltype_reweighted,tak901
0,0.005300403,0.9721190945779516,50,16,celltype_reweighted,tak901
0,0.004071535,0.9790079936264975,50,17,celltype_reweighted,tak901
0,0.0039931126,0.9791182498909075,50,18,celltype_reweighted,tak901
0,0.0040982435,0.979804626490706,50,19,celltype_reweighted,tak901
0,0.0061629186,0.9674944509100148,75,20,celltype_reweighted,tak901
0,0.004750305,0.9751527416975506,75,21,celltype_reweighted,tak901
0,0.0075345817,0.9605742248004313,75,22,celltype_reweighted,tak901
0,0.0032601564,0.9837608669000826,75,23,celltype_reweighted,tak901
0,0.0036054796,0.9813298535196189,75,24,celltype_reweighted,tak901
0,0.0042455536,0.9780506952017237,10,5,geometric_sketching,tak901
0,0.0074961362,0.9603572903470607,10,6,geometric_sketching,tak901
0,0.0055344156,0.9708480847384252,10,7,geometric_sketching,tak901
0,0.0043110535,0.9773966350069204,10,8,geometric_sketching,tak901
0,0.0037527485,0.9811309033558603,10,9,geometric_sketching,tak901
0,0.0042425096,0.9780120040443241,1,0,geometric_sketching,tak901
0,0.0043845344,0.9772586738966037,1,1,geometric_sketching,tak901
0,0.0054065827,0.9715854708491374,1,2,geometric_sketching,tak901
0,0.004273008,0.9777314668696878,1,3,geometric_sketching,tak901
0,0.00426406,0.9776698596150277,1,4,geometric_sketching,tak901
0,0.0048250537,0.9746588585072689,25,10,geometric_sketching,tak901
0,0.0038975016,0.9805195423459604,25,11,geometric_sketching,tak901
0,0.0040405025,0.9791856494285844,25,12,geometric_sketching,tak901
0,0.0039786464,0.9792475822706859,25,13,geometric_sketching,tak901
0,0.0051095663,0.9730441923375458,25,14,geometric_sketching,tak901
0,0.0037043644,0.983131011931887,50,15,geometric_sketching,tak901
0,0.0044921315,0.9766117846635861,50,16,geometric_sketching,tak901
0,0.0029448092,0.9854546315010851,50,17,geometric_sketching,tak901
0,0.0039224355,0.9803435536828068,50,18,geometric_sketching,tak901
0,0.004718093,0.9753131501017044,50,19,geometric_sketching,tak901
0,0.0055850116,0.9709675538476006,75,20,geometric_sketching,tak901
0,0.0053396393,0.9722195929347495,75,21,geometric_sketching,tak901
0,0.0046151555,0.976493516445964,75,22,geometric_sketching,tak901
0,0.0039062335,0.9797512180285449,75,23,geometric_sketching,tak901
0,0.0036724955,0.9819484898246648,75,24,geometric_sketching,tak901
0,0.004767819,0.9748525658057179,100,25,random,tak901
0,0.0046534394,0.9756369145480586,100,26,random,tak901
0,0.004304756,0.9779579982538037,100,27,random,tak901
0,0.0037069307,0.9819989592727949,100,28,random,tak901
0,0.0066209263,0.965061858980998,100,29,random,tak901
0,0.0048080706,0.9747027998156479,10,5,random,tak901
0,0.004191442,0.979285070469585,10,6,random,tak901
0,0.0049922117,0.9737083220850313,10,7,random,tak901
0,0.006581922,0.9653772106256571,10,8,random,tak901
0,0.0039495346,0.9797819935987097,10,9,random,tak901
0,0.003486818,0.9818143756816505,1,0,random,tak901
0,0.0039890693,0.9791266890755547,1,1,random,tak901
0,0.005363766,0.9717427224141159,1,2,random,tak901
0,0.0035848722,0.9818316421759106,1,3,random,tak901
0,0.005375852,0.971710652673961,1,4,random,tak901
0,0.0066594374,0.9647787996610534,25,10,random,tak901
0,0.0038398548,0.9807482322373441,25,11,random,tak901
0,0.0030506644,0.9848867407539434,25,12,random,tak901
0,0.004974356,0.9737770320148702,25,13,random,tak901
0,0.004197746,0.9779839676030587,25,14,random,tak901
0,0.0045529134,0.9765271795422773,50,15,random,tak901
0,0.0035828026,0.9827353430914202,50,16,random,tak901
0,0.0033878372,0.983111178830344,50,17,random,tak901
0,0.003681646,0.9812451576309896,50,18,random,tak901
0,0.004618508,0.9761653807104035,50,19,random,tak901
0,0.0041734097,0.9786458888787067,75,20,random,tak901
0,0.005568928,0.9707133159311686,75,21,random,tak901
0,0.0036655185,0.9811691526264589,75,22,random,tak901
0,0.0038338515,0.9813840633261783,75,23,random,tak901
0,0.0042395107,0.9780501673806857,75,24,random,tak901
